Année,ID_station,Jours>=30°C,Station
2014,07110,0.0,Brest-Guipavas
2014,07117,0.0,Ploumanac'h - Perros
2014,07130,1.0,Rennes-St Jacques
2014,07139,3.0,Alençon - Valframbert
2014,07149,3.0,Orly - Athis-Mons
2014,07168,10.0,Troyes-Barberey
2014,07181,6.0,Nancy-Ochey
2014,07190,11.0,Strasbourg-Entzheim
2014,07207,0.0,Belle Ile-Le Talut
2014,07222,6.0,Nantes-Atlantique
2014,07240,3.0,Tours - Parcay-Meslay
2014,07255,8.0,Bourges
2014,07280,12.0,Dijon-Longvic
2014,07299,10.0,Bâle-Mulhouse
2014,07314,1.0,Pointe de Chassiron
2014,07335,4.0,Poitiers-Biard
2014,07434,2.0,Limoges-Bellegarde
2014,07460,9.0,Clermont-Ferrand - Aulnat
2014,07471,4.0,Le Puy-Loudes
2014,07481,12.0,Lyon-St Exupéry
2014,07510,10.0,Bordeaux-Mérignac
2014,07535,11.0,Gourdon
2014,07577,25.0,Montélimar - Ancone
2014,07591,10.0,Embrun
2014,07607,20.0,Mont-de-Marsan
2014,07621,7.0,Tarbes - Ossun - Lourdes
2014,07627,8.0,Saint-Girons - Antichan
2014,07630,19.0,Toulouse-Blagnac
2014,07643,26.0,Montpellier - Fréjorgues
2014,07650,35.0,Marseille-Marignane (Marseille Provence)
2014,07661,11.0,Saint-Mandrier-sur-Mer - Cap Cépet
2014,07690,4.0,Nice - Côte d'Azur
2014,07747,32.0,Perpignan - Rivesaltes
2014,07761,13.0,Ajaccio - Campo dell'Oro
2014,07790,9.0,Bastia - Poretta
2015,07005,3.0,Abbeville
2015,07015,4.0,Lille-Lesquin
2015,07020,0.0,Cap de La Hague
2015,07027,3.0,Caen-Carpiquet
2015,07037,8.0,Rouen-Boos
2015,07110,1.0,Brest-Guipavas
2015,07117,0.0,Ploumanac'h - Perros
2015,07130,8.0,Rennes-St Jacques
2015,07139,6.0,Alençon - Valframbert
2015,07149,21.0,Orly - Athis-Mons
2015,07168,30.0,Troyes-Barberey
2015,07181,27.0,Nancy-Ochey
2015,07190,34.0,Strasbourg-Entzheim
2015,07207,0.0,Belle Ile-Le Talut
2015,07222,11.0,Nantes-Atlantique
2015,07240,25.0,Tours - Parcay-Meslay
2015,07255,30.0,Bourges
2015,07280,35.0,Dijon-Longvic
2015,07299,31.0,Bâle-Mulhouse
2015,07314,1.0,Pointe de Chassiron
2015,07335,20.0,Poitiers-Biard
2015,07434,18.0,Limoges-Bellegarde
2015,07460,40.0,Clermont-Ferrand - Aulnat
2015,07471,21.0,Le Puy-Loudes
2015,07481,39.0,Lyon-St Exupéry
2015,07510,31.0,Bordeaux-Mérignac
2015,07535,39.0,Gourdon
2015,07577,52.0,Montélimar - Ancone
2015,07591,37.0,Embrun
2015,07607,37.0,Mont-de-Marsan
2015,07621,27.0,Tarbes - Ossun - Lourdes
2015,07627,33.0,Saint-Girons - Antichan
2015,07630,41.0,Toulouse-Blagnac
2015,07643,45.0,Montpellier - Fréjorgues
2015,07650,54.0,Marseille-Marignane (Marseille Provence)
2015,07661,32.0,Saint-Mandrier-sur-Mer - Cap Cépet
2015,07690,19.0,Nice - Côte d'Azur
2015,07747,38.0,Perpignan - Rivesaltes
2015,07761,44.0,Ajaccio - Campo dell'Oro
2015,07790,49.0,Bastia - Poretta
2016,07005,7.0,Abbeville
2016,07015,8.0,Lille-Lesquin
2016,07020,1.0,Cap de La Hague
2016,07027,6.0,Caen-Carpiquet
2016,07037,7.0,Rouen-Boos
2016,07110,3.0,Brest-Guipavas
2016,07117,2.0,Ploumanac'h - Perros
2016,07130,10.0,Rennes-St Jacques
2016,07139,8.0,Alençon - Valframbert
2016,07149,13.0,Orly - Athis-Mons
2016,07168,17.0,Troyes-Barberey
2016,07181,11.0,Nancy-Ochey
2016,07190,20.0,Strasbourg-Entzheim
2016,07207,1.0,Belle Ile-Le Talut
2016,07222,16.0,Nantes-Atlantique
2016,07240,19.0,Tours - Parcay-Meslay
2016,07255,21.0,Bourges
2016,07280,25.0,Dijon-Longvic
2016,07299,19.0,Bâle-Mulhouse
2016,07314,5.0,Pointe de Chassiron
2016,07335,20.0,Poitiers-Biard
2016,07434,17.0,Limoges-Bellegarde
2016,07460,29.0,Clermont-Ferrand - Aulnat
2016,07471,7.0,Le Puy-Loudes
2016,07481,29.0,Lyon-St Exupéry
2016,07510,26.0,Bordeaux-Mérignac
2016,07535,33.0,Gourdon
2016,07577,50.0,Montélimar - Ancone
2016,07591,28.0,Embrun
2016,07607,42.0,Mont-de-Marsan
2016,07621,20.0,Tarbes - Ossun - Lourdes
2016,07627,26.0,Saint-Girons - Antichan
2016,07630,37.0,Toulouse-Blagnac
2016,07643,43.0,Montpellier - Fréjorgues
2016,07650,65.0,Marseille-Marignane (Marseille Provence)
2016,07661,36.0,Saint-Mandrier-sur-Mer - Cap Cépet
2016,07690,4.0,Nice - Côte d'Azur
2016,07747,49.0,Perpignan - Rivesaltes
2016,07761,17.0,Ajaccio - Campo dell'Oro
2016,07790,34.0,Bastia - Poretta
2017,07005,7.0,Abbeville
2017,07015,11.0,Lille-Lesquin
2017,07020,0.0,Cap de La Hague
2017,07027,7.0,Caen-Carpiquet
2017,07037,8.0,Rouen-Boos
2017,07110,2.0,Brest-Guipavas
2017,07117,0.0,Ploumanac'h - Perros
2017,07130,13.0,Rennes-St Jacques
2017,07139,12.0,Alençon - Valframbert
2017,07149,18.0,Orly - Athis-Mons
2017,07168,21.0,Troyes-Barberey
2017,07181,20.0,Nancy-Ochey
2017,07190,27.0,Strasbourg-Entzheim
2017,07207,2.0,Belle Ile-Le Talut
2017,07222,16.0,Nantes-Atlantique
2017,07240,19.0,Tours - Parcay-Meslay
2017,07255,22.0,Bourges
2017,07280,23.0,Dijon-Longvic
2017,07299,32.0,Bâle-Mulhouse
2017,07314,3.0,Pointe de Chassiron
2017,07335,26.0,Poitiers-Biard
2017,07434,12.0,Limoges-Bellegarde
2017,07460,33.0,Clermont-Ferrand - Aulnat
2017,07471,15.0,Le Puy-Loudes
2017,07481,39.0,Lyon-St Exupéry
2017,07510,29.0,Bordeaux-Mérignac
2017,07535,32.0,Gourdon
2017,07577,56.0,Montélimar - Ancone
2017,07591,39.0,Embrun
2017,07607,37.0,Mont-de-Marsan
2017,07621,30.0,Tarbes - Ossun - Lourdes
2017,07627,27.0,Saint-Girons - Antichan
2017,07630,40.0,Toulouse-Blagnac
2017,07643,36.0,Montpellier - Fréjorgues
2017,07650,70.0,Marseille-Marignane (Marseille Provence)
2017,07661,35.0,Saint-Mandrier-sur-Mer - Cap Cépet
2017,07690,9.0,Nice - Côte d'Azur
2017,07747,44.0,Perpignan - Rivesaltes
2017,07761,39.0,Ajaccio - Campo dell'Oro
2017,07790,45.0,Bastia - Poretta
2018,07005,9.0,Abbeville
2018,07015,15.0,Lille-Lesquin
2018,07020,0.0,Cap de La Hague
2018,07027,3.0,Caen-Carpiquet
2018,07037,15.0,Rouen-Boos
2018,07110,1.0,Brest-Guipavas
2018,07117,0.0,Ploumanac'h - Perros
2018,07130,11.0,Rennes-St Jacques
2018,07139,12.0,Alençon - Valframbert
2018,07149,24.0,Orly - Athis-Mons
2018,07168,32.0,Troyes-Barberey
2018,07181,18.0,Nancy-Ochey
2018,07190,38.0,Strasbourg-Entzheim
2018,07207,4.0,Belle Ile-Le Talut
2018,07222,20.0,Nantes-Atlantique
2018,07240,25.0,Tours - Parcay-Meslay
2018,07255,32.0,Bourges
2018,07280,35.0,Dijon-Longvic
2018,07299,39.0,Bâle-Mulhouse
2018,07314,1.0,Pointe de Chassiron
2018,07335,27.0,Poitiers-Biard
2018,07434,12.0,Limoges-Bellegarde
2018,07460,31.0,Clermont-Ferrand - Aulnat
2018,07471,8.0,Le Puy-Loudes
2018,07481,47.0,Lyon-St Exupéry
2018,07510,39.0,Bordeaux-Mérignac
2018,07535,44.0,Gourdon
2018,07577,53.0,Montélimar - Ancone
2018,07591,25.0,Embrun
2018,07607,48.0,Mont-de-Marsan
2018,07621,16.0,Tarbes - Ossun - Lourdes
2018,07627,15.0,Saint-Girons - Antichan
2018,07630,51.0,Toulouse-Blagnac
2018,07643,52.0,Montpellier - Fréjorgues
2018,07650,67.0,Marseille-Marignane (Marseille Provence)
2018,07661,27.0,Saint-Mandrier-sur-Mer - Cap Cépet
2018,07690,17.0,Nice - Côte d'Azur
2018,07747,60.0,Perpignan - Rivesaltes
2018,07761,39.0,Ajaccio - Campo dell'Oro
2018,07790,42.0,Bastia - Poretta
2019,07005,8.0,Abbeville
2019,07015,14.0,Lille-Lesquin
2019,07020,0.0,Cap de La Hague
2019,07027,7.0,Caen-Carpiquet
2019,07037,12.0,Rouen-Boos
2019,07110,3.0,Brest-Guipavas
2019,07117,1.0,Ploumanac'h - Perros
2019,07130,13.0,Rennes-St Jacques
2019,07139,15.0,Alençon - Valframbert
2019,07149,20.0,Orly - Athis-Mons
2019,07168,27.0,Troyes-Barberey
2019,07181,25.0,Nancy-Ochey
2019,07190,35.0,Strasbourg-Entzheim
2019,07207,1.0,Belle Ile-Le Talut
2019,07222,22.0,Nantes-Atlantique
2019,07240,29.0,Tours - Parcay-Meslay
2019,07255,39.0,Bourges
2019,07280,37.0,Dijon-Longvic
2019,07299,28.0,Bâle-Mulhouse
2019,07314,5.0,Pointe de Chassiron
2019,07335,31.0,Poitiers-Biard
2019,07434,20.0,Limoges-Bellegarde
2019,07460,46.0,Clermont-Ferrand - Aulnat
2019,07471,18.0,Le Puy-Loudes
2019,07481,38.0,Lyon-St Exupéry
2019,07510,40.0,Bordeaux-Mérignac
2019,07535,45.0,Gourdon
2019,07577,62.0,Montélimar - Ancone
2019,07591,44.0,Embrun
2019,07607,37.0,Mont-de-Marsan
2019,07621,20.0,Tarbes - Ossun - Lourdes
2019,07627,27.0,Saint-Girons - Antichan
2019,07630,53.0,Toulouse-Blagnac
2019,07643,54.0,Montpellier - Fréjorgues
2019,07650,74.0,Marseille-Marignane (Marseille Provence)
2019,07661,51.0,Saint-Mandrier-sur-Mer - Cap Cépet
2019,07690,19.0,Nice - Côte d'Azur
2019,07747,58.0,Perpignan - Rivesaltes
2019,07761,53.0,Ajaccio - Campo dell'Oro
2019,07790,38.0,Bastia - Poretta
2020,07005,15.0,Abbeville
2020,07015,16.0,Lille-Lesquin
2020,07020,0.0,Cap de La Hague
2020,07027,10.0,Caen-Carpiquet
2020,07037,15.0,Rouen-Boos
2020,07110,2.0,Brest-Guipavas
2020,07117,0.0,Ploumanac'h - Perros
2020,07130,12.0,Rennes-St Jacques
2020,07139,14.0,Alençon - Valframbert
2020,07149,21.0,Orly - Athis-Mons
2020,07168,26.0,Troyes-Barberey
2020,07181,22.0,Nancy-Ochey
2020,07190,26.0,Strasbourg-Entzheim
2020,07207,0.0,Belle Ile-Le Talut
2020,07222,14.0,Nantes-Atlantique
2020,07240,20.0,Tours - Parcay-Meslay
2020,07255,27.0,Bourges
2020,07280,32.0,Dijon-Longvic
2020,07299,27.0,Bâle-Mulhouse
2020,07314,3.0,Pointe de Chassiron
2020,07335,27.0,Poitiers-Biard
2020,07434,19.0,Limoges-Bellegarde
2020,07460,33.0,Clermont-Ferrand - Aulnat
2020,07471,14.0,Le Puy-Loudes
2020,07481,43.0,Lyon-St Exupéry
2020,07510,37.0,Bordeaux-Mérignac
2020,07535,40.0,Gourdon
2020,07577,60.0,Montélimar - Ancone
2020,07591,30.0,Embrun
2020,07607,46.0,Mont-de-Marsan
2020,07621,25.0,Tarbes - Ossun - Lourdes
2020,07627,28.0,Saint-Girons - Antichan
2020,07630,43.0,Toulouse-Blagnac
2020,07643,45.0,Montpellier - Fréjorgues
2020,07650,72.0,Marseille-Marignane (Marseille Provence)
2020,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2020,07690,9.0,Nice - Côte d'Azur
2020,07747,53.0,Perpignan - Rivesaltes
2020,07761,34.0,Ajaccio - Campo dell'Oro
2020,07790,46.0,Bastia - Poretta
2021,07005,1.0,Abbeville
2021,07015,1.0,Lille-Lesquin
2021,07020,0.0,Cap de La Hague
2021,07027,3.0,Caen-Carpiquet
2021,07037,1.0,Rouen-Boos
2021,07110,5.0,Brest-Guipavas
2021,07117,0.0,Ploumanac'h - Perros
2021,07130,9.0,Rennes-St Jacques
2021,07139,3.0,Alençon - Valframbert
2021,07149,10.0,Orly - Athis-Mons
2021,07168,11.0,Troyes-Barberey
2021,07181,4.0,Nancy-Ochey
2021,07190,9.0,Strasbourg-Entzheim
2021,07207,3.0,Belle Ile-Le Talut
2021,07222,10.0,Nantes-Atlantique
2021,07240,12.0,Tours - Parcay-Meslay
2021,07255,14.0,Bourges
2021,07280,11.0,Dijon-Longvic
2021,07299,8.0,Bâle-Mulhouse
2021,07314,3.0,Pointe de Chassiron
2021,07335,15.0,Poitiers-Biard
2021,07434,3.0,Limoges-Bellegarde
2021,07460,16.0,Clermont-Ferrand - Aulnat
2021,07471,6.0,Le Puy-Loudes
2021,07481,14.0,Lyon-St Exupéry
2021,07510,19.0,Bordeaux-Mérignac
2021,07535,16.0,Gourdon
2021,07577,33.0,Montélimar - Ancone
2021,07591,16.0,Embrun
2021,07607,23.0,Mont-de-Marsan
2021,07621,10.0,Tarbes - Ossun - Lourdes
2021,07627,19.0,Saint-Girons - Antichan
2021,07630,25.0,Toulouse-Blagnac
2021,07643,29.0,Montpellier - Fréjorgues
2021,07650,55.0,Marseille-Marignane (Marseille Provence)
2021,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2021,07690,11.0,Nice - Côte d'Azur
2021,07747,40.0,Perpignan - Rivesaltes
2021,07761,44.0,Ajaccio - Campo dell'Oro
2021,07790,33.0,Bastia - Poretta
2022,07005,15.0,Abbeville
2022,07015,14.0,Lille-Lesquin
2022,07020,2.0,Cap de La Hague
2022,07027,12.0,Caen-Carpiquet
2022,07037,14.0,Rouen-Boos
2022,07110,7.0,Brest-Guipavas
2022,07117,2.0,Ploumanac'h - Perros
2022,07130,24.0,Rennes-St Jacques
2022,07139,18.0,Alençon - Valframbert
2022,07149,27.0,Orly - Athis-Mons
2022,07168,31.0,Troyes-Barberey
2022,07181,28.0,Nancy-Ochey
2022,07190,44.0,Strasbourg-Entzheim
2022,07207,11.0,Belle Ile-Le Talut
2022,07222,35.0,Nantes-Atlantique
2022,07240,34.0,Tours - Parcay-Meslay
2022,07255,34.0,Bourges
2022,07280,41.0,Dijon-Longvic
2022,07299,41.0,Bâle-Mulhouse
2022,07314,11.0,Pointe de Chassiron
2022,07335,36.0,Poitiers-Biard
2022,07434,28.0,Limoges-Bellegarde
2022,07460,44.0,Clermont-Ferrand - Aulnat
2022,07471,32.0,Le Puy-Loudes
2022,07481,55.0,Lyon-St Exupéry
2022,07510,54.0,Bordeaux-Mérignac
2022,07535,57.0,Gourdon
2022,07577,77.0,Montélimar - Ancone
2022,07591,64.0,Embrun
2022,07607,72.0,Mont-de-Marsan
2022,07621,48.0,Tarbes - Ossun - Lourdes
2022,07627,50.0,Saint-Girons - Antichan
2022,07630,71.0,Toulouse-Blagnac
2022,07643,62.0,Montpellier - Fréjorgues
2022,07650,90.0,Marseille-Marignane (Marseille Provence)
2022,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2022,07690,25.0,Nice - Côte d'Azur
2022,07747,76.0,Perpignan - Rivesaltes
2022,07761,75.0,Ajaccio - Campo dell'Oro
2022,07790,77.0,Bastia - Poretta
2023,07005,7.0,Abbeville
2023,07015,12.0,Lille-Lesquin
2023,07020,0.0,Cap de La Hague
2023,07027,5.0,Caen-Carpiquet
2023,07037,7.0,Rouen-Boos
2023,07110,1.0,Brest-Guipavas
2023,07117,0.0,Ploumanac'h - Perros
2023,07130,17.0,Rennes-St Jacques
2023,07139,12.0,Alençon - Valframbert
2023,07149,23.0,Orly - Athis-Mons
2023,07168,24.0,Troyes-Barberey
2023,07181,13.0,Nancy-Ochey
2023,07190,39.0,Strasbourg-Entzheim
2023,07207,1.0,Belle Ile-Le Talut
2023,07222,22.0,Nantes-Atlantique
2023,07240,29.0,Tours - Parcay-Meslay
2023,07255,34.0,Bourges
2023,07280,31.0,Dijon-Longvic
2023,07299,32.0,Bâle-Mulhouse
2023,07314,5.0,Pointe de Chassiron
2023,07335,32.0,Poitiers-Biard
2023,07434,21.0,Limoges-Bellegarde
2023,07460,45.0,Clermont-Ferrand - Aulnat
2023,07471,30.0,Le Puy-Loudes
2023,07481,47.0,Lyon-St Exupéry
2023,07510,42.0,Bordeaux-Mérignac
2023,07535,46.0,Gourdon
2023,07577,60.0,Montélimar - Ancone
2023,07591,38.0,Embrun
2023,07607,50.0,Mont-de-Marsan
2023,07621,27.0,Tarbes - Ossun - Lourdes
2023,07627,39.0,Saint-Girons - Antichan
2023,07630,60.0,Toulouse-Blagnac
2023,07643,49.0,Montpellier - Fréjorgues
2023,07650,72.0,Marseille-Marignane (Marseille Provence)
2023,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2023,07690,19.0,Nice - Côte d'Azur
2023,07747,57.0,Perpignan - Rivesaltes
2023,07761,47.0,Ajaccio - Campo dell'Oro
2023,07790,52.0,Bastia - Poretta
2024,07005,7.0,Abbeville
2024,07015,8.0,Lille-Lesquin
2024,07020,0.0,Cap de La Hague
2024,07027,7.0,Caen-Carpiquet
2024,07037,4.0,Rouen-Boos
2024,07110,1.0,Brest-Guipavas
2024,07117,0.0,Ploumanac'h - Perros
2024,07130,7.0,Rennes-St Jacques
2024,07139,8.0,Alençon - Valframbert
2024,07149,13.0,Orly - Athis-Mons
2024,07168,17.0,Troyes-Barberey
2024,07181,14.0,Nancy-Ochey
2024,07190,24.0,Strasbourg-Entzheim
2024,07207,2.0,Belle Ile-Le Talut
2024,07222,7.0,Nantes-Atlantique
2024,07240,13.0,Tours - Parcay-Meslay
2024,07255,16.0,Bourges
2024,07280,23.0,Dijon-Longvic
2024,07299,31.0,Bâle-Mulhouse
2024,07314,2.0,Pointe de Chassiron
2024,07335,16.0,Poitiers-Biard
2024,07434,10.0,Limoges-Bellegarde
2024,07460,26.0,Clermont-Ferrand - Aulnat
2024,07471,12.0,Le Puy-Loudes
2024,07481,30.0,Lyon-St Exupéry
2024,07510,20.0,Bordeaux-Mérignac
2024,07535,33.0,Gourdon
2024,07577,50.0,Montélimar - Ancone
2024,07591,37.0,Embrun
2024,07607,30.0,Mont-de-Marsan
2024,07621,14.0,Tarbes - Ossun - Lourdes
2024,07627,20.0,Saint-Girons - Antichan
2024,07630,39.0,Toulouse-Blagnac
2024,07643,44.0,Montpellier - Fréjorgues
2024,07650,64.0,Marseille-Marignane (Marseille Provence)
2024,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2024,07690,30.0,Nice - Côte d'Azur
2024,07747,48.0,Perpignan - Rivesaltes
2024,07761,64.0,Ajaccio - Campo dell'Oro
2024,07790,59.0,Bastia - Poretta
2025,07005,9.0,Abbeville
2025,07015,15.0,Lille-Lesquin
2025,07020,1.0,Cap de La Hague
2025,07027,8.0,Caen-Carpiquet
2025,07037,7.0,Rouen-Boos
2025,07110,6.0,Brest-Guipavas
2025,07117,2.0,Ploumanac'h - Perros
2025,07130,23.0,Rennes-St Jacques
2025,07139,20.0,Alençon - Valframbert
2025,07149,23.0,Orly - Athis-Mons
2025,07168,28.0,Troyes-Barberey
2025,07181,20.0,Nancy-Ochey
2025,07190,29.0,Strasbourg-Entzheim
2025,07207,5.0,Belle Ile-Le Talut
2025,07222,26.0,Nantes-Atlantique
2025,07240,33.0,Tours - Parcay-Meslay
2025,07255,38.0,Bourges
2025,07280,34.0,Dijon-Longvic
2025,07299,28.0,Bâle-Mulhouse
2025,07314,10.0,Pointe de Chassiron
2025,07335,35.0,Poitiers-Biard
2025,07434,28.0,Limoges-Bellegarde
2025,07460,43.0,Clermont-Ferrand - Aulnat
2025,07471,24.0,Le Puy-Loudes
2025,07481,42.0,Lyon-St Exupéry
2025,07510,45.0,Bordeaux-Mérignac
2025,07535,43.0,Gourdon
2025,07577,54.0,Montélimar - Ancone
2025,07591,39.0,Embrun
2025,07607,54.0,Mont-de-Marsan
2025,07621,39.0,Tarbes - Ossun - Lourdes
2025,07627,40.0,Saint-Girons - Antichan
2025,07630,47.0,Toulouse-Blagnac
2025,07643,53.0,Montpellier - Fréjorgues
2025,07650,66.0,Marseille-Marignane (Marseille Provence)
2025,07661,0.0,Saint-Mandrier-sur-Mer - Cap Cépet
2025,07690,22.0,Nice - Côte d'Azur
2025,07747,60.0,Perpignan - Rivesaltes
2025,07761,52.0,Ajaccio - Campo dell'Oro
2025,07790,48.0,Bastia - Poretta
